name,review,rating
Douglas Barbosa,"Péssimo...
Não consigo falar com um atendente...
Querem obrigar a atendimento virtual, que não consegue resolver... Uma falta de educação tremendo dessa empresa...
Isso pq a gente 25 reais pra reemitir um cartão, nem e cobrado em outros bancos... E mesmo assim ainda não disponibiliza um atendente pra falar com a gente?
Vc pede pra falar com atendente, e eles respondem não está disponível... Dessa forma não poderiam cobrar reemissão de cartão... E nem tudo oq cobram pq se nem gastam com um atendente pra ajudar o cliente... Eu me recuso a pagar um centavo pra uma empresa que não coloca a necessidade do cliente em primeiro lugar... Vamos lá amigos, coloca um atendente que seja pra atender",1.0
Vilton Teixeira lemos,"Pior banco que existe!
Tem cerca de um mês que estou tentando contestar duas compra não conhecida, ligo todos os dias praticamente cada atendente te fala uma coisa diferente que não tem nada a ver, e ainda começou a cobrar manutenção de conta, afinal treina os seus representantes pra saber dar suporte para o cliente, não uso mais e nem recomendo!
Parabéns pelo pecimo atendimento...",1.0
Amerson Pereira,"NÃO SEI O QUE FALAR DESSE BANCO, SO SEI QUE DO NADA CORTAM SEU CREDITO SIMPLES ASSIM, VOCÊ PAGA EM DIA E VÃO LA E CORTÃO.",1.0
Suhêne Santos,"Financiei um carro e acabei pagando uma parcela com um valor a mais, com 5 meses quitei o carro, eles não abateram o valor que eu paguei a mais, e falaram que fizeram o estorno no dia 27/02/23, e ate hoje eu não vi a cor do dinheiro, e eles também não me enviam o comprovante do mesmo. Não indico",1.0
Joel Xavier,"O pior banco! Estou sem o MEU dinheiro pq o C6 não me repassa o valor que me pertence!

C6 Bank está com meu dinheiro e não devolve!!!

Tenho uma conta PJ no C6. Recebo minhas vendas da CIELO nessa conta. No dia 21/12/2022 a cielo mandou para o C6 o valor total de R$4.939,23. No entanto o C6 me repassou apenas R$1.446,80. O C6 se apropriou de R$3442,43. Enttrei em contato com o C6 no dia 22/12 (protocolo 202242769768), quando fui informado que havia um problema de atraso de processamento, mas que tudo seria regularizado até o fim do dia. O crédito não foi feito. No dia 23/12 entrei em contato novamente (protocolo 202242820853), quando a mesma desculpa foi dada. No entanto mais uma vez o credito não foi efetivado. Estou tentando ligar na ouvidoria, informo os protocolos, mas o sistema me retorna que o protocolo não existe, e me direciona ao atendimento por telefone. Qual do eu informo que desejo falar com um representante, a ligava cai. Estou fazendo isso há dias, e não consigo contado. Afinal, como confiar no banco que some com meu dinheiro e não devolve? Eu tenho compromissos com o dinheitro, estou pagando juros a fornecedores por conta da falta de honestidade da instituição. Quero meu dinheiro. Infelizmente vou procurar os meios legais, e pedir reparação moral e material.",1.0
Djoni Martini,"Não recomendo nem um pouco
Mais de uma semana para tirar em um boleto de quitação
Sempre você depender da central de atendimento meus sentimentos.",1.0
Luis Stedile,"Aplicativo instável, deixa os clientes totalmente sem acesso a conta pessoal. Pensa você precisar fazer uma transferência ou pix urgente e não conseguir. Aí vc liga pra central e eles dizem. “Tá instável o aplicativo. Sem dia e horário para retornar”. A área técnica me informa que é necessário Aguardar! Pense 10 x antes de usar o banco. Importante dizer que entrei em contato com a central. Protocolo 202345390429 e foi exatamente o que o atendente falou.",1.0
Manoel Costa Junior,"Já foi bom. Agora está péssimo. Zeraram meu limite de cartão de crédito sem qualquer justificativa. Detalhe sempre paguei em dia as faturas, sem restrição SPC, com investimento no banco. Quem está pensando em abrir conta nessa banco nem perca seu tempo. Se pudesse não dava sem uma estrela na avaliação, infelizmente não é possível.",1.0
André Magalhães,"Utilizei o banco por 2 anos sem ter problemas, mais do dia pra noite o banco retirou meu crédito o qual foi lutado para manter sempre bem . Sempre paguei minhas contas em dia ou antecipadas e utilizava o app como meu principal para pagamentos. Estava até pensando em fazer investimentos utilizando o aplicativo . Após esperar mais de 1h hora pra falar com uma atendente e a mesma me dizer que após uma análise do banco foi retirado meu crédito sem avisar nada . Uma verdadeira vergonha . O app é muito bom, mais o chat do app não funciona e se precisar do SAC espera pra ser atendido . Após tudo isso não recomendo mais o banco.",1.0
Olivio Freitas,"ababei de passar o maoir cons
trangimento, fui pagar uma conta no restaurante e minha conta esta zerada, quando ligue me disseram que o dinheiro esta na conta porem no meu aplicativo esta zerado.
e ainda me falam que eles tem ate 7 dias para resolver.
Como eu não nasci ontem ja estive no procon e agora estouindo a um advogado.

Quanto resposta ai abaixo , não se preocupe pois não vou perder tempo com vcs e pra isto que existe advogado.",1.0
Natália Júlio,"O pior banco que eu já tive!!
Não se deixe enganar pela oferta de pontos, não vale a pena!!
Ninguém sabe resolver nada, a comunicação é péssima, é você por si. Se tem qualquer problema, já era, a equipe é mal preparada, ineficiente e grossa, e você só sai com mais dor de cabeça.
O app tbm é horrível, sempre da problema, os produtos deles têm grandes erros tbm (tive que cancelar 4x o programa Acelerador Átomos pq sempre voltava automaticamente e, pior, cobrava na fatura algo que eu não queria mais e já tinha cancelado...).
Vou comemorar demais o dia que finalmente conseguir fechar minha conta nesse banco e me livrar dessa empresa péssima!!!",1.0
Rischel Pradebon,"Eu tinha o maior carinho pela instituição quando iniciou, porém ao passar dos dias, tudo foi ficando péssimo.
Agora, pra completar, a instituição liga o dia todo perturbando no meu trabalho para me oferecer empréstimo do FGTS.
Já expliquei um milhão de vezes que não tenho FGTS, mas insistem em ligar.
Já chamei o C6 nas mídias sociais e nada foi resolvido.
O próximo passo agora é abrir ação judicial por perturbação. Não há mais outra saída.
Nenhum outro banco ou instituição me liga, só o C6 encontra FGTS onde ninguém mais encontra.",1.0
Carlos Vinicios,Até o presente momento estou tendo uma boa experiência. Investindo em renda fixa pelo CDB.,5.0
Maykon oi,"Dia 06/10/22 fui no supermercado combo da palhoça SC, ao passar no débito no valor de 608,27 o mesmo não foi autorizado,
Até estranhei pois tinha saldo, então passei na função débito novamente e o mesmo não autorizado, então resolvi e passei no crédito e foi aprovado. Cheguei em casa e fui olhar no app c6 bank e vi que o saldo, havia sumido dinheiro da conta.
No extrato onde marca o saldo, ali mostra débito no valor de 608,27 e na opção de cartão mostra crédito no valor de 608,27, então mandei mensagem para o chat do app e a atendente disse que possivelmente quando eu saí do supermercado o valor foi debitado, então voltei ao supermercado combo e falei com supervisor e ele olhou no sistema dele, e ali marcava que as 2 primeiras tentativas foi recusado que foi no débito e a terceira tentativa foi aprovado que foi no crédito.
O supervisor do supermercado comentou que talvez voltasse o dinheiro na conta pois o dinheiro não caiu no sistema deles. Então fui pra casa e esperei até o dia seguinte, e nada o dinheiro não voltou,
Então fui no app e comecei a olhar e reparei que no ícone notificação de compras só marca (compra aprovada no CRÉDITO no valor de 608,27 no combo. E NAO marca compra aprovada DÉBITO no valor de 608,27,
Lembrando não marca compra aprovada no Débito.
Então mandei mensagem para o chat novamente da c6 e expliquei novamente a situação e a atendente disse que solicitou uma tratativa urgente da situação. E leva 5 dias úteis para eu ter uma resposta da minha situação.
Tá doido esperar isso tudo.
Se fosse outro banco que eu tinha já tinha resolvido no mesmo dia pois isso é sério, o teu dinheiro sumir. Tirei a portabilidade pois se meu salário some como vou pagar as contas, até mesmo ia vencer as contas e pagar juros pela demora, o c6 eu uso bastante ele tanto no débito, credito, pix, recarga de celular, pago contas com ele, etc já abri outra conta para trabalhar só com ela. Depois disso tá doido.

Tenho print das notificações que a compra não existe na função débito no valor de 608,27.
Até mesmo no supermercado marca compra Não aprovada no Débito, só aprovada no crédito.

Depois de 7 dias úteis o dinheiro voltou na conta, porém fiz reclamação no chat do app c6, depois do quinto dia útil e não tive resposta da situação fiz reclamação pelo Instagram, twitter, reclame aqui,
Pois não era para demorar isso tudo para resolver.",1.0
Larissa Oliver,"app horrrivel!!1 pede para atualizar o tempo todo, e se nao atualizar o app n entra!! absurdo",1.0
Luiz Philipe,"Consegui contato pelo 0800.  Não tenho cesso pelo APP ao C6 carbon. A operadora pediu para aguardar a análise do banco. Não pode informar o período para esta análise e nem quando estará disponível o cartão Carbon. Vocês não acham que um cliente que tras um invertimento para c6 Carbon, deveria ter um atendimento melhor ou maior agilidade na análise?",2.0
Silvia Marry,"Que banco é esse que faço um pix da minha conta caixa para minha conta C6 e simplesmente o C6 Bloquea meu dinheiro. C6 quero meu dinheiro na conta ou vou processar, tenho resolver no App, nada presta, fui tentar por telefone outra vergonha. Assim que MEU dinheiro voltar, vou cancelar essa conta, que banco HORRÍVEL",1.0
Wendel Bernardino da Silva,"Fiz uma solicitação de abertura de conta pelo aplicativo deve ter umas duas semanas e sem resposta. Estava ficando chateado devido a esse tempo de avaliação e sem resposta. Hoje fui ver a reputação da instituição aqui pelo Google, fiquei aliviado por não terem aprovado ainda. Estou desistindo da abertura da conta agora msm, obrigado por avaliarem o Banco e alertarem as pessoas do mal atendimento e dos problemas pelo qual passaram.",1.0
Eduardo Henz,atendimento e aplicativos sao muito fracos. desempenho pessimo e muita demora na resolucao de problemas entre transacoes/pagamentos/cobrancas.,2.0
Everton,"Ótima proposta, por isso optei pelo banco, mas na execução, deixa a desejar.
PÉSSIMO atendimento ao cliente.
App instável, não estou conseguindo ter acesso ao meu dinheiro investido! Em uma guia consta como zerado e em outra consta 10x menos do que eu realmente possuo.
App não é claro com suas funções.
O limite só aumentar com o CDB, independente da quitação das contas antecipadamente.

Antes que o suporte peça, já tentei entrar em contato com o Banco pelo Instagram, mais de uma vez, e não obtive retorno. Entrem em contato vocês comigo! Já que não me respondem.",1.0
André Luiz Sorensen,"Conseguiram a façanha de oferecer máquina para minha empresa, negociaram, aguardei 15 dias para abertura da conta corrente vinculada, e subiram as taxas na hora do contrato das máquinas. Me livrei desses enrolados antes mesmo de começar!   ",1.0
Tarcisio Moreira,"Mesmo com a tecnologia a favor, venho comentar e falar sobre o pessimo atendimento de voces, o pior investimento do banco esta sendo nessa equipe que sao responsaveis, esse robo/ura de atendimento nao tem opcoes corriqueiras ou que atendam a necessidade do clientes, muitos serviços poderiam serem atendidos pelo priprio robor, mas, a inefeciencia dos responsáveis por tras deixam a desejar.

Facam uma reciclagem!

Super infignado com opessimo atenfimento",1.0
Jerônimo Rabelo,"Minha experiência com banco tem sido até o momento satisfatória. Uso conta PJ e PF. Acho que poderiam melhorar o meni de cobrança, ficando salvo os dados dos clientes que já foram emitidos boletos.",4.0
Diego Aparecido,tentei abrir uma conta no banco e fui reprovado tenho conta em vários bancos digitais e nome limpo score alto entre em contato comigo,1.0
Lucas Araujo,"Pensa em um banco ruim, descompromissado, sem organização, sem comprometimento nenhum com o cliente, é o C6. Tive problemas com minha conta e abri protocolos desde o dia 23/01 e me deram 7 dias corridos para solução, liguei novamente dia 01/02 e o protocolo foi encerrado sem resposta e agora dia 09/02 liguei novamente e mais uma vez meus protocolos foram vencidos e ninguém entrou em contato comigo. É muito descabimento, isso nem deveria ser um banco, agora vou atrás de todas as formas possíveis.",1.0
Vinícius Oliveira,"Não recomendo!
Pior experiência com banco que já tive. Muito humilhante e desumano.",1.0
Ricardo Galdino,"O app é péssimo, Nada fluido.
Todo mês na hora de pagar a fatura é um sacrifício. Que droga   ",1.0
Guilherme Costa,"Banco de ladrões, meu dinheiro está travado e não consigo falar com ninguém para resolver meu problema atendimento péssimo vou atrás do meus direitos",1.0
Tamires Wichineski silveira,"Achei um absurdo por terem tirado meu limite de crédito, pois sempre pagava certo. Outubro do ano passado paguei a última fatura de 800 reais , e me liberaram apenas 0,01 de centavos. Por esse cartão ter mais movimento na minha conta deveria rever . Por simplesmente tiram meu limite e ainda falam que foi um reajuste temporário!",1.0
Alice Sayuri,"Cuidado !!!!!
Não façam cartão com esse banco. Péssimo atendimento, aliás , nem atendimento tem!
Sempre paguei minha fatura em dia, tudo certinho , aí um belo dia simplesmente CANCELAM o cartão sem nem ao menos avisar antes. Esperaram PAGAR a fatura e negativaram o cartão com valor mais alto !!!! E o valor que paguei da fatura ? Foi pra lua!!!
Ai para a minha infelicidade , vim abrir o RA e me deparo com VÁRIAS reclamações nesse mesmo caso!!!!!!!
E o mais engraçado , eles tiraram a opção falar com atendente JUSTO HOJE NÉ , bem conveniente pra essa empresinha.

Cuidado !!!!!!!!!!  E não vem com respostinhas automáticas !!!!!!!",1.0
Higor Araújo,"Pior banco digital da atualidade, um lixo do app ao atendimento. Solicitei uma tag veicular, me cobraram como se eu tivesse ficado 12 dias no estacionamento mesmo eu tendo comprovante do horário de entrada e o ""atendimento"" totalmente automatizado não resolve absolutamente nada... Não gastem tempo nem grana com esse banco, quebrei meu cartão, se você não teve problemas com eles, vai ter!",1.0
Mariana Leocádio,"Como é difícil falar com um ser humano nesse ""banco"". Tudo automatizado e com opções de mensagem prontas. Raramente a resposta automática do chat/ligação responde ou direciona pro assunto que precisamos.

o C6 me mandou um boleto com 00,00 reais para pagar. eu não conferi, só mandei pro meu tutor o número do código de barras recebido por SMS.

Ele tentou pagar, ficou sem entender um boleto de 0 reais e pensou que não havia consumo. Passou vencimento e agora tenho uma fatura com JUROS de mais de 500 reais porque me mandaram um boleto em branco. Tentei resolver várias vezes pelo chat, mas foi inútil.

Outra coisa é que, quando fui tentar emitir uma segunda via de boleto, só disponibilizaram as opções de pagamento em pix e débito em conta. Nenhum dos dois me servia, eu precisava de um código de barras. Precisei apelar para o Chat mais uma vez e só assim consegui uma segunda via.

Além disso, é com relação aos pacotes de pontos. No meu e-mail me mandaram uma promoção informando que tanto compras no débito quanto no crédito teriam a mesma bonificação de acréscimos no valor de cada. Eu pagaria 20 reais e teria direito a algumas vantagens na contabilização dos pontos, como um ""booster"" no acúmulo de pontos. Mas foi uma marmelada, pois quando cadastrei o booster foi disponibilizado diferente do prometido na promo do email. Esperei meses e nada. Eu só tinha cadastrado porque parecia vantajoso. Nem é.

Vocês deviam usar o Nubank pra saber porque ele é tão bom.",1.0
Yasmin Braga,"Pessimo banco. Paguei uma fatura pelo pix e ate agora não constou pagamento, só recebo mensagens avisando do vencimento da fatura.
Quando tento contato com o banco é apenas um assistente virtual, não da pra falar com nenhum atendente pra resolver o problema",1.0
diego cordeiro,"ESTOU EXTREMAMENTE INSATISFEITO, NÃO INDICO PARA NINGUEM ESSE BANCO, COLOQUEI MEU CARRO PARA ARRUMAR, ONTRM FUI PAGAR DEU PANE NO SISTEMA E QUANDO VOLTOU MINHA CONTA ESTÁ BLOQUEADA, OU SEJA ESTOU SEM CARRO E SEM DINHEIRO POIS O RETORNO DO BANCO PARA VER O QUE ACONTECEU É DE ATÉ 5 DIAS ÚTEIS OU SEJA VOU FICAR DEVENDO O PLANO DE SAÚDE E MEU CARRO NA oficina mais de 6 dias no mínimo pois hoje já é quarta feira. PODEM TER CERTWZA, QUE VOU PROCESSA-LOS POR ISTO.",1.0
Edmilson rodrigues,"Vou deixar registrado aqui e em todos os canais que eu puder o meu DESCONTENTAMENTO COM O BANCO C6 BANK.
No dia 25/07/2022 foi assaltado a mão armada por dois indivíduos por volta das 22:40 que levaram meu celular, minha carteira e minha moto, na Rodovia Airton Sena na altura do KM 30 sentido Guarulhos.
Ao conseguir fazer minha comunicação com o banco C6 Bank por volta das 23:00 informei ao atendente o ocorrido e solicitei o cancelamento do cartão.
No dia 26/07/2022 consultei minha conta e percebi que mesmo eu ter feito o cancelamento do cartão os assaltantes fizeram 5 compras que foram debitadas em minha conta corrente com os valores de R$18,00, R$40,00, R$55,25, R$120,00 e R$33,00 todos estes valores debitados da minha conta em menos de 5 minutos.

No mesmo dia (26/07) abri um chamado pelo aplicativo do Banco C6 Bank e informei ao atendente via Chat tudo que mencionei acima, e me foi solicitado que eu enviasse o boletim de ocorrência, e o enviei pelo mesmo canal (Chat), o atendente mencionou que em 60 a 90 dias o banco me retornaria para informar sobre o ressarcimento do valor gasto.

Após o vencimento de 90 dias e sem retorno do banco entrei em contato para que me posicionassem sobre o chamado e ressarcimento do valor, a atendente ficou de verificar e me disse que o banco faria contato em mais 15 dias.

Após os 15 dias e sem retorno do banco liguei novamente e falei com o atendente Henrique ele disse que por erro da atendente anterior meu chamado tira sido arquivado, o próprio Henrique pediu desculpas em nome da atendente anterior a reabriu o chamado e me disse que o banco tinha mais 7 dias úteis para me posicionar.

Enfim, sem retorno do banco e a 4 meses depois do primeiro chamado hoje liguei novamente para o banco e falei com a atendente Giovana, onde fiquei a mais de 30 minutos em conversa para deixá-la a par de tudo que relatei acima, ela me disse que teria que fazer outro chamado e anexar o boletim de ocorrência porque o banco perdeu o que eu tinha enviado.

Olha quanta irresponsabilidade do banco e falta de comprometimento com o cliente.

Após toda esta canseira decidi abandonar o ressarcimento dos valores e fiz o cancelamento da minha conta no banco c6 bank.

Se você leu esta mensagem até o final, meu conselho é que para não ter dores de cabeça como eu tive NUNCA ABRA UMA CONTA NESTE BANCO.",1.0
Barbara Colete Ferraz Santos,"Olha, decepcionada com tudo em relação a esse banco. Meu marido tem uma conta do c6, ontem vendemos um vídeo game para poder fazer nossa ceia de natal, recebemos por pix, caiu o dinheiro na conta certinho. Hj quando acordei, fui comprar minha ceia e o saldo do banco zerado, nem uma explicação de onde foi parar nosso dinheiro.
Ligamos no atendimento e o atendente disse que pra ele lá aparecia o saldo na conta e não sabia pq no App está zerado. Ele abriu uma solicitação para verificar e disse que vamos ter resposta em até 5 dias úteis.
Como vcs não conseguem resolver na hora? Vcs estão estragando nosso natal, era nosso único dinheiro, temos
Criança em casa, como que fica sem ceia???? Simplesmente pq vcs sumiram com o nosso dinheiro e não estão com nenhuma força de vontade para resolver isso.
Segunda no primeiro horário vou estar indo no procon atrás dos meus direitos, pq isso não se faz, vocês estão tirando a ceia de uma família",1.0
auto world multimarcas Auto world Multimarcas,"Meu Deus que banco é banco de picareta meu filho Ta tentando fazer um pix já faz 3 dias e nada, bloqueou a conta dele e não explica, ele liga na central e fala que vão entrar em contato, e nada até agora  pior que o meu filho está precisando usar o dinheiro e não consegue, como pode um  banco tomar conta do dinheiro da pessoa e do nada bloquear a conta e a pessoa não  poder ultilizar o próprio dinheiro
Ai fica duvida  será que c6 banck está quebrando e vai da calote em dinhero dos correntista
Fica aqui minha dúvida será que meu filho vai conseguir reazer o dinheiro dele
Vendeu o carro pra resolver um problema arrumou um problema maior
Só Deus pra ajudar ele porque a central de atendimento estamos perdendo a esperança
Que Deus ajude ele    que c6 banck devolva o dinheiro que suor muito pra juntar",1.0
Cinthia Valeska,"Esse banco é uma piada, perdi meu cartao e fizeram 3 compras neles, no momento que chegou as notificações entrei em contato e cancelei o cartao e pedi outro. Pedi estorno demoraram 3 meses pra responder e no fim dizer que queriam um B.O, ai eu teria que inventar um b.o depois de 3 meses… agora depois de meses quero pagar a fatura porque nao vou sujar meu nome por causa disso e é uma dificuldade no chat para conseguir algo, se vc demora 5 min eles finalizam a conversa, os atendentes pedem mil dados, chega email para avaliar o processo avaliei com 1 estrela ai eles dizem que nao reconhecem o atendimento so para eu nao finalizar a avaliacao com nota ruim. Nem pra pagar uma fatura em atraso eles servwm pra gerar boleto alegando que tenho que esperar o prixmo mes para fechar com juros atualizados.",1.0
Everton Lopes,"App não libera limite do cartão de crédito na hora, demora horas e até mesmo dias. Não adianta ligar nesse 3003 e falar com robô, mesmo querendo falar com atendente. Usar as redes sociais pra reclamar é outra perda de tempo.

Você que está querendo migrar pra um Banco digital, passe longe desse.",1.0
Ana Camilo,"NÃO TENHO CONTA NO C6 BANK E NEM CARTÃO, NEM  USO  O APLICATIVO DE VOCÊS, ANTES  DE FAZER O EMPRÉSTIMO INDEVIDO NEM CONHECIA  ESTE BANCO
Fizeram um empréstimo em meu nome, nesse C6 Bank que antes do ocorrido nunca tinha ouvido falar nesse banco, coloquei na pequena  causas desde de 2020 devolvi o dinheiro que foi depositado em minha conta em juízo e agora saiu a sentença dizendo que teria que provar que a assinatura não é minha passando,o que Não resolve na pequenas causas. Pedi para encerrar o processo por já ter me aborrecido demais e só queria o fim do processo e agora no mês seguinte já estão descontando na minha folha de pagamento um empréstimo que NÃO pedi em DOBRO e o dinheiro foi devolvido em juízo ou seja estão descontando um DINHEIRO que não está comigo mas e em DOBRO.
E agora como vocês resolvem isso?
Se faz necessário mesmo ter que pagar advogado para processar vocês se o que eu quero é só que tire esse empréstimo da minha folha de pagamento que eu NÃO SOLICITEI e vocês fizeram sem minha autorização?",1.0
luciano bonfim,"Só não recomendo fazer investimentos, pois APP vive fora do dar, horário de pregão, fazem manutenção, ações que vendem dinheiro some, não consegue resolver por telefone, assessoria demora muito, inclusive vim aqui deixar esse relato mandei msg hoje 14:42 sobre um ativo que sumiu o valor da venda e até o momento deste poste ninguem me retornou 16:16 hrs.
Como confiar.....",1.0
CENTRO DE TERAPIA VIDA,"Banco péssimo!!
Abri a conta tem 15 dias e sumiram com meu saldo, mesmo tendo saldo na conta aparece para mim 0,00 e o banco pede para aguardar e quem vai pagar minhas contas e os juros pelo atraso?
Os atendentes péssimos também, assim que resolverem minha situação estou cancelando a conta.
NÃO ABREM CONTA NESTE BANCO É HORRIVELLLLLLLLLLLLLL.

ROSANGELA.",1.0
Evandro Oliveira,"decepcionada...

Abri a conta e na hora de personalizar o cartão ja faz uns 5 dias que vai até certa parte e depois fica visualização indisponível, não consigo falar com ninguém, nem ligando me transferem para um atendente , e no aplicativo a não abre pq depende da finalização de personalização.  afffs s perca de tempo...

acrescentando informação

O APP NÃO DEIXA NEM ENTRAR , OU SEJA NÃO TEM COMO CHAMAR O CHAT PELO APP PQ NEM ENTRA .  .. AFFS",1.0
Thaynan Rios,"O banco é si é bom, porém eles fazem umas coisas injustificadas com os clientes, isso faz com que percam a credibilidade. No meu caso reduziram o limite do meu cartão de crédito sem nenhum motivo e não aumentam de jeito nenhum e olha que uso bastante esse cartão e nunca atrasei uma mensalidade das minhas faturas.",2.0
Fernando Novello,"Minha esposa abriu a conta dias atrás e não tem acesso ao contrato, nem tem a informação de que tipo de conta foi aberta para analisar custos e benefícios. O chat é totalmente desfuncional e não permite conversar com um atendente humano.",1.0
Emanuel Melo,"Horrível!! Para quem esta procurando nos comentários algo sobre esse banco, FUJAM!! só tive problemas com eles, prejuízo de quase 2500,00. Não resolveram, iniciei vários pedidos, isso quando não pediam para eu esperar na ligação, que eles estavam preenchendo e desligavam a ligação. Iniciei reclamação banco central, mesmo apresentado os prints das conversas, protocolos dos atendimentos, nada resolvido. Agora infelizmente vou ter que perder tempo para ficar correndo atrás do dinheiro, mas com eles diretamente, é impossível, venda feita via link e débito, as duas eles não me passaram. Voltei a usar os bancos físicos, melhor coisa que eu fiz.",1.0
Sekko Pinturas automotivas,"Bem, esse banco infelizmente(digo isso pois teria ótimas chances de ser bom) mas não é confiável para quem tem interesse em usar como principal.
Usei o banco acredito que 2 ,3 anos,ou mais... usava diariamente...pix,boletos,agendamentos,contas em débito automático, tag,seguros contratados,cartão sempre usando e pagando total da fatura em débito automático, etc...
Do nada fui ver as faturas e vi que meu limite baixou de 20.000,00 para 0,01 centavo.   Entrei em contato de todas as formas com o banco para ter alguma explicação, justificativa... e nem isso eles têm! Respostas robotizadas ,decoradas...
Retirei dinheiro,cancelei seguros,tag,débitos,etc... e pedi cancelamento da conta(que não cancelam por ter faturas futuras do cartão) .
Enfim... nada confiável esse banco! Menos mal que não usava ele como principal justamente por não confiar 100% nele de tanto ver reclamações desse tipo. Fica dica a quem tem interesse em usar como único banco, cuidado!!! pois do nada pode ficar com as""compras""na mão sem conseguir pagar! E...esquece que alguém desse banco vai resolver o problema pra você!",1.0
Tiago Rigolin Maria,"Banco que não respeita as pessoas! Ligam sem parar oferecendo adiantamento do FGTS! Já neguei mais de 100 vezes, mesmo assim continuo recebendo várias ligações diariamente. Não sou cliente e nunca serei! Banco LIXO!",1.0
nonato nonato,"E meda,não presta Não consegue falar com ninguém em ninguém te atende ninguém te dar um orientação então esse banca e ele é furada",1.0
Isabelle Kolanian,"Péssimo, nada funciona.

Há meses o app me ofereceu o C6 Carbon, mostrando os valores das anuidades e que com investimento CDB acima de 50 mil, não haveria anuidade. Investi os 50 mil (uma parte em pós-fixado 2 anos, outra em 1 ano), e quando vou solicitar o Carbon, o app dá erro (o app me oferece quase todos os dias, tentei por meses, mas SEMPRE da erro). Liguei para eles e informei o ocorrido, nem o atendente soube me informar o que estava acontecendo. Disse que ia passar o caso para os superiores, mas até hoje não obtive uma resposta.

Tentei contato com eles via chat, mas também nunca resolvem meu problema. Em um dos atendimentos, o atendente disse que tinha solicitado o cartão para mim e que chegaria em até 8 dia úteis em minha residência, pediu até para eu escolher a cor do cartão. Depois de passado o prazo e nada de receber o cartão, entrei em contato novamente, com outro atendente, para saber o que havia acontecido. O mesmo me informou que eles não tem a permissão de solicitar cartão Carbon para os clientes, só nós mesmos via app. Ou seja, fui feita de trouxa por alguém que queria fazer gracinha.

O que tenho atualmente nesse banco é: um cartão que NÃO FUNCIONA e sempre dá erro e 50 mil reais presos em investimentos.",1.0
Dheryk Kern,"Meia hora esperando atenderem o telefone com uma musica insuportável tocando. Pior banco de todos.

Respondendo: o chat de vocês no app não serve para nada.",1.0
Karine Sampaio,"Pelo chat nunca consigo resolver nada com um robô, é extremamente irritante.",1.0
Carlos Alberto Freitas,"Olha, ouço muito a propaganda deste banco na Jovem Pan e resolvi abrir o google e conhecer a avaliação do Banco. Fiquei apavorado com o que li. Tenho interesse em um conta no exterior, porque dada a situação em que vivemos no Brasil, vamos caminhar a passos largos para recessão nos próximos meses e ou pior, então é melhor manter uma reserva em dolar fora do Brasil. Mas para minha surpresa o Banco é muito ruim, vou pesquisar outros mais seguros, que pena, a ideia é muito boa, mas como sempre no Brasil é tudo levado ""nas coxas"" para ganhar mais, fazer o que. Agradeço a todos que fizeram seus relatos, sem eles eu e muitos outros entrariam na mesma fria, obrigado e boa sorte. Ah, e uma dica, processem e vão até o fim se tiverem razão, não façam acordos. As leis e a constituição ainda que maltratadas diariamente pelo nosso supremo judiciário ainda nos garantem este direito. Boa Sorte.",1.0
Mayara Nogueira,"Péssimos; recebi um estorno da Uber através do meu cartão C6 de débito e eles alegam que não há nada e simplesmente decidiram que encerrarão minha conta dia 17 de dezembro; entrei em contato via Chat hoje  alegam a mesma coisa, mesmo eu enviando o comprovante de estorno da Uber. Resumindo  eu estou tentando receber meu estorno a 8 dias pois o mesmo foi feito dia 1 de dezembro, antes que encerrem minha conta com meu dinheiro lá e me deram 5 dias úteis para que o time resolva. Isso se resume a dois dias antes do encerramento; se não houver solução, eles ficarão com meu dinheiro    e respondendo novamente vocês C6 BANK eu JÁ ENTREI EM CONTATO VIA CHAT E NADA RESOLVIDO.",1.0
ADNO,Soltei fogos quando me mandaram um e-mail dizendo que minha conta seria encerrada     ,1.0
Haroldo Silva,"Abri conta Pessoa Jurídica e descobri que o banco só oferece catão de débito para somente um dos sócios mesmo que a empresa tenha dois ou mais sócios, decepção total. Plataforma de App extremamente simples chega ser até ""tosco"" tratando-se de uma plataforma de banco internacional, atendentes extremamente atenciosas mas totalmente sem preparo, em resumo talvez funcione para empresas sem sócios ou conta Pessoa Física.",1.0
Trilhas Interpretativas,"to desde de hoje de manhã (08h 01.02.23) sem conseguir acessar o app.

Tenho conta para pagar hoje e não consigo acesso ao meu dinheiro

Atendimento nao resolve.

Eu nao tenho Facebook, já cansei de entrar em contato com voces e nao tem soluçao.

Mais de 24 horas sem conseguir acessar minha conta!",1.0
Luciano P Trindade,"Péssimo banco! Cancelaram meu cartão de crédito do nada. Tento contato via chat para negociar o saldo que ficou da minha fatura mas não consigo atendimento. O CHAT NÃO CONSEGUE ME RESPONDER. Tento pedir para me encaminharem para falar com especialista, mas vai.",1.0
Maxmiliano Rodrigues,"Investi no CDB Crédito e não consigo sacar meu dinheiro para minha conta corrente (sempre da um erro ""erro ao solicitar o saque, tente novamente mais tarde"". Estou tentando sacar há mais de 1 semana) . Minhas contas estão atrasando e quando entrei em contato eles disseram apenas que ""lamenta"".

Enviei mensagem no twitter e não me responderam até agora.",1.0
